player_name,unique_id,age,overall_score,height,weight,preferred_foot,best_position,player_value,weekly_wage,crossing,finishing,heading_accuracy,short_passing,volley,dribbling,curves,free_kick_accuracy,long_pass,ball_control,acceleration,sprint_speed,agility,reaction,balance,shot_power,jumping,stamina,strength,long_shot,aggression,interception,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,pace,shooting,passing,dribble,defense,physical
A. Martial,211300,23,83,"6'0""",168lbs,Right,ST,$39M,$158K,72,82,71,78,74,87,82,54,63,86,88,89,84,81,79,83,70,75,76,77,58,42,82,77,81,80,34,39,36,3 ★,4★,Medium,Medium,89,81,73,86,41,72
Iago Aspas,192629,31,85,"5'9""",148lbs,Left,ST,$39M,$56K,80,87,78,79,83,86,80,76,68,85,79,76,89,84,72,79,66,71,60,82,63,39,84,79,82,85,39,21,18,4 ★,3★,High,High,77,84,77,85,35,64
Carvajal,204963,27,85,"5'8""",161lbs,Right,RB,$39M,$226K,84,51,72,83,49,78,76,47,74,84,79,83,79,84,82,68,77,89,74,47,84,83,75,74,45,82,83,83,85,3 ★,3★,High,High,81,54,78,80,82,80
D. Alli,211117,23,83,"6'2""",176lbs,Right,CAM,$39M,$119K,68,82,83,83,79,84,75,68,80,85,68,76,75,84,65,78,71,89,72,79,81,74,86,83,76,87,70,70,63,3 ★,4★,High,High,72,80,78,82,71,78
G. Higuaín,167664,31,85,"6'1""",196lbs,Right,ST,$39M,$192K,68,88,77,75,88,80,74,62,60,84,64,69,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,4 ★,3★,High,Medium,67,85,71,80,31,71
Ricardo Pereira,210243,25,84,"5'9""",154lbs,Right,RB,$37.3M,$119K,82,63,65,83,59,82,78,50,78,82,85,86,81,85,79,74,75,88,67,64,75,81,75,76,61,81,82,84,82,4 ★,3★,High,High,86,66,79,82,81,74
A. Milik,205175,25,83,"6'1""",172lbs,Left,ST,$37.3M,$103K,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,68,80,82,67,36,85,60,79,78,35,34,32,3 ★,4★,Medium,Medium,69,85,64,76,39,74
D. van de Beek,221363,22,83,"6'0""",163lbs,Right,CAM,$37.3M,$32K,67,78,67,83,78,78,77,62,76,85,67,74,72,83,68,82,70,92,76,79,74,73,86,82,55,85,72,74,68,3 ★,3★,High,Medium,71,78,77,79,72,79
I. Rakitić,168651,31,85,"6'0""",172lbs,Right,CM,$37.3M,$249K,84,75,59,85,81,76,88,82,87,85,64,61,69,80,62,84,34,77,71,84,67,78,76,84,82,80,76,72,72,4 ★,3★,Medium,Medium,62,79,85,78,73,70
Anderson Talisca,212523,25,83,"6'3""",176lbs,Left,CAM,$36.7M,$42K,75,80,77,84,76,82,86,87,82,84,83,76,82,78,70,84,62,81,72,87,67,52,86,79,75,77,51,55,42,4 ★,4★,High,Low,79,82,81,82,54,73
B. Leno,192563,27,85,"6'3""",181lbs,Right,GK,$36.7M,$112K,9,9,13,50,10,16,9,8,48,35,55,56,52,81,44,59,73,43,70,14,28,25,7,56,23,66,27,15,18,3 ★,1★,Medium,Medium,85,83,79,86,56,84
J. Rodríguez,198710,27,84,"5'11""",165lbs,Left,CAM,$36.7M,$226K,90,84,62,83,90,86,89,86,81,90,57,53,79,84,76,86,46,65,64,92,60,55,80,83,81,87,52,41,44,2 ★,4★,Medium,Medium,55,86,85,86,50,63
F. Valverde,239053,20,82,"6'0""",172lbs,Right,CM,$36.7M,$141K,66,69,59,82,70,77,70,66,83,80,78,85,74,82,67,80,59,86,79,80,80,80,76,80,59,80,79,79,76,3 ★,3★,High,High,82,73,77,77,77,80
Oscar,188152,27,84,"5'10""",146lbs,Right,CAM,$36.7M,$37K,81,78,59,87,72,81,77,78,86,83,82,73,85,80,81,80,71,81,58,82,56,49,83,80,70,79,66,56,52,3 ★,4★,High,High,77,79,83,82,58,64
A. Lacazette,193301,28,84,"5'9""",170lbs,Right,ST,$36.2M,$158K,68,83,74,79,81,84,74,74,70,85,78,76,84,84,83,87,76,77,75,78,74,42,84,78,76,83,39,51,32,4 ★,4★,High,High,77,82,75,84,46,75
W. Ben Yedder,199451,28,84,"5'7""",150lbs,Right,ST,$36.2M,$82K,74,88,74,80,83,86,80,76,66,86,88,81,90,84,89,81,78,68,59,69,55,44,89,80,78,84,34,33,26,5 ★,4★,High,High,84,82,77,86,39,61
Jorginho,205498,27,84,"5'11""",150lbs,Right,CM,$36.2M,$170K,75,60,56,89,71,79,75,76,88,85,61,50,77,81,72,71,58,85,66,62,79,78,68,87,90,81,64,80,71,3 ★,3★,Medium,Medium,55,65,84,80,72,73
R. Bürki,189117,28,85,"6'2""",187lbs,Right,GK,$36.2M,$104K,15,8,17,37,13,12,13,12,24,23,44,50,49,83,52,56,74,36,75,14,35,18,10,50,20,58,11,13,16,2 ★,1★,Medium,Medium,86,82,74,88,47,84
A. Romagnoli,210413,24,83,"6'2""",172lbs,Left,CB,$36.2M,$52K,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,79,46,85,86,31,45,34,76,88,86,82,3 ★,2★,Medium,High,63,40,55,66,85,78
A. Witsel,177413,30,85,"6'1""",179lbs,Right,CDM,$35.6M,$119K,69,71,84,90,77,79,71,68,85,84,65,73,75,86,69,76,78,83,83,71,77,83,75,82,76,92,82,80,81,4 ★,4★,Medium,Medium,69,73,81,80,82,82
Douglas Costa,190483,28,84,"5'8""",154lbs,Left,LM,$35.6M,$170K,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,3 ★,5★,High,Medium,94,73,79,91,43,61
Canales,190286,28,84,"5'9""",143lbs,Left,CAM,$35.6M,$49K,79,77,46,84,63,83,82,81,82,84,79,79,84,81,76,79,39,77,67,80,63,60,83,87,74,80,60,58,50,3 ★,4★,High,Medium,79,77,83,83,57,67
M. Sabitzer,204923,25,83,"5'10""",168lbs,Right,CAM,$35.6M,$79K,74,80,56,79,82,80,75,78,74,82,76,79,75,84,80,88,71,84,76,87,73,57,83,82,65,76,60,56,55,4 ★,3★,High,High,78,83,78,80,57,77
Sergio Ramos,155862,33,89,"6'0""",181lbs,Right,CB,$35.6M,$339K,66,63,92,80,69,65,74,72,83,83,74,71,78,87,66,79,93,80,85,62,90,88,67,71,86,84,85,87,90,3 ★,3★,High,Medium,72,68,75,73,87,85
Alex Telles,212462,26,84,"5'11""",157lbs,Left,LWB,$35.6M,$25K,90,65,67,84,67,82,87,79,87,83,84,85,73,83,70,87,80,91,68,83,78,80,75,76,81,78,80,81,79,2 ★,3★,High,High,85,74,84,81,79,76
Gabriel Jesus,230666,22,82,"5'9""",161lbs,Right,ST,$35M,$153K,66,84,76,76,74,86,76,54,66,85,87,83,91,85,90,78,78,83,63,73,73,32,86,77,75,81,53,30,28,3 ★,4★,High,High,85,80,72,86,42,71
Y. Carrasco,208418,25,83,"5'11""",159lbs,Right,LM,$35M,$80K,77,82,53,77,68,87,81,79,74,84,91,90,90,82,71,85,70,76,59,82,64,18,80,70,81,77,41,39,26,4 ★,4★,High,Low,90,82,75,85,36,65
P. Gulácsi,185122,29,85,"6'3""",190lbs,Right,GK,$35M,$78K,16,10,23,29,10,19,18,11,25,25,42,44,41,82,42,61,67,35,74,12,34,23,11,42,24,45,25,16,20,2 ★,1★,Medium,Medium,84,85,81,86,43,84
I. Gündoğan,186942,28,84,"5'11""",176lbs,Right,CM,$35M,$203K,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,80,87,75,74,67,4 ★,4★,High,Medium,66,74,84,84,72,71
Morata,201153,26,83,"6'3""",185lbs,Right,ST,$35M,$90K,73,83,86,78,80,83,76,44,51,83,77,85,72,80,63,80,85,77,80,72,69,24,85,76,70,79,37,14,20,4 ★,3★,High,High,81,80,71,81,31,77
R. Guerreiro,209889,25,83,"5'7""",157lbs,Left,CAM,$35M,$106K,82,76,37,85,79,86,84,82,78,87,82,68,87,84,88,79,53,75,49,82,54,81,78,84,44,85,75,76,78,2 ★,4★,Medium,Medium,74,76,83,86,73,57
Allan,199914,28,84,"5'9""",163lbs,Right,CDM,$35M,$113K,70,74,59,84,56,82,65,49,79,83,79,71,82,88,86,73,69,94,79,69,90,88,79,80,53,85,87,88,86,3 ★,4★,Medium,High,75,71,77,83,85,84
L. Jović,232432,21,82,"6'0""",187lbs,Right,ST,$35M,$158K,67,86,79,74,84,81,77,46,58,83,76,77,76,80,77,83,75,76,79,76,62,23,84,70,66,79,25,26,16,5 ★,3★,Medium,Medium,77,82,68,81,29,75
K. Manolas,192774,28,84,"6'2""",183lbs,Right,CB,$34.5M,$104K,27,25,80,60,16,54,30,10,61,65,81,83,68,81,60,40,86,72,82,12,86,86,25,22,26,83,85,85,87,2 ★,2★,Low,High,82,25,42,60,85,81
H. Lloris,167948,32,87,"6'2""",181lbs,Left,GK,$34.5M,$141K,13,10,10,50,11,10,11,10,50,34,65,62,55,85,54,51,74,41,43,14,31,27,10,30,40,65,29,10,18,1 ★,1★,Medium,Medium,89,82,68,90,63,84
K. Navas,193041,32,87,"6'1""",176lbs,Right,GK,$34.5M,$124K,11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,56,74,39,75,13,32,20,16,68,25,67,28,14,14,3 ★,1★,Medium,Medium,90,81,75,90,53,82
David Silva,168542,33,87,"5'8""",148lbs,Left,CAM,$34.5M,$249K,84,72,53,92,82,86,82,77,84,91,68,61,85,87,87,72,64,70,48,73,56,50,86,91,75,92,58,53,29,2 ★,4★,High,Medium,64,74,88,88,52,56
Gonçalo Guedes,224411,22,82,"5'10""",150lbs,Right,LM,$34.5M,$47K,78,76,60,77,71,84,76,70,69,81,87,88,82,82,77,84,63,74,68,84,67,50,77,77,69,80,24,34,30,4 ★,4★,High,Medium,88,79,76,82,36,69
M. Ødegaard,222665,20,82,"5'10""",150lbs,Left,CAM,$34.5M,$34K,84,74,52,83,73,85,81,83,81,84,80,78,86,74,84,72,46,80,55,73,64,65,77,87,63,76,65,49,51,2 ★,5★,Medium,Medium,79,73,84,84,58,63
Rafa,216547,26,83,"5'8""",146lbs,Right,LM,$34.5M,$25K,78,74,46,77,68,88,78,56,62,85,93,94,90,83,89,75,64,77,40,71,47,58,83,78,59,81,52,47,39,3 ★,4★,High,Medium,94,73,74,87,50,52
Y. Sommer,177683,30,86,"6'0""",174lbs,Right,GK,$33.9M,$49K,13,13,10,40,8,15,12,13,31,25,48,54,55,84,58,62,73,45,68,12,38,21,15,58,24,57,9,19,12,4 ★,1★,Medium,Medium,81,85,82,87,51,85
S. Bergwijn,225953,21,82,"5'10""",172lbs,Right,CAM,$33.9M,$102K,75,74,60,84,67,87,77,66,62,85,88,89,79,79,90,83,68,80,80,72,44,34,78,80,61,77,52,28,26,2 ★,4★,Medium,Medium,89,75,77,85,39,72
A. Hakimi,235212,20,82,"5'11""",161lbs,Right,RM,$33.9M,$75K,81,71,63,82,60,83,68,55,72,81,93,96,77,82,75,77,75,86,73,63,71,78,75,74,46,78,73,76,75,2 ★,3★,Medium,Medium,95,69,77,81,74,76
J. Maddison,220697,22,82,"5'9""",161lbs,Right,CAM,$33.3M,$101K,81,72,35,84,70,81,85,84,80,84,76,74,85,75,80,82,54,75,49,80,58,45,79,88,74,82,44,40,39,4 ★,4★,High,Medium,75,76,84,82,42,58
Pablo Sarabia,198950,27,83,"5'9""",154lbs,Left,CAM,$33.3M,$119K,84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,4 ★,4★,High,Medium,75,76,82,84,57,57
N. Pépé,226110,24,82,"6'0""",161lbs,Left,CAM,$33.3M,$101K,78,77,57,75,70,86,79,79,67,81,89,91,89,83,81,81,68,82,68,79,43,28,81,80,85,78,36,27,25,2 ★,4★,High,Medium,90,78,76,84,33,67
Grimaldo,210035,23,83,"5'7""",152lbs,Left,LWB,$33.3M,$20K,84,52,65,81,61,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,69,81,75,68,54,83,75,78,79,2 ★,3★,High,Medium,85,65,79,84,77,71
M. Dembélé,211591,22,82,"6'0""",163lbs,Right,ST,$33.3M,$93K,50,85,81,72,72,75,69,41,48,78,79,84,78,82,68,81,83,84,85,66,75,22,84,69,76,76,39,14,16,3 ★,3★,High,Medium,82,79,62,76,30,83
Rúben Neves,224293,22,82,"5'11""",176lbs,Right,CM,$32.8M,$101K,78,66,53,85,82,76,85,84,86,82,64,60,65,78,70,86,68,78,67,84,82,75,65,85,76,83,69,74,69,4 ★,3★,Low,High,62,75,84,77,70,73
T. Lemar,213565,23,82,"5'7""",137lbs,Left,CAM,$32.8M,$67K,83,75,54,83,76,84,85,81,75,85,83,79,88,78,83,79,69,77,54,77,63,66,77,82,68,80,55,59,63,2 ★,4★,Medium,Medium,81,76,82,84,59,62
Marco Asensio,220834,23,82,"6'0""",168lbs,Left,CAM,$32.8M,$181K,81,77,57,81,79,84,83,76,80,86,79,79,79,78,76,86,58,77,61,83,45,45,80,81,62,82,40,42,39,3 ★,4★,High,Medium,79,80,81,83,43,62
G. Lo Celso,226226,23,82,"5'10""",150lbs,Left,CAM,$32.8M,$107K,78,79,57,83,69,85,82,77,83,86,76,78,83,82,80,82,63,79,70,76,76,70,79,85,65,81,61,67,62,3 ★,4★,High,High,77,78,82,85,64,73
L. Digne,200458,25,83,"5'10""",163lbs,Left,LB,$32.2M,$110K,87,60,71,81,68,78,82,83,73,83,78,78,69,83,78,83,92,85,69,76,76,82,72,74,60,80,78,83,84,3 ★,3★,High,Medium,78,69,80,79,80,76
L. Bonucci,184344,32,86,"6'3""",187lbs,Right,CB,$32.2M,$175K,44,48,84,77,58,69,56,61,85,75,60,64,61,84,55,74,85,68,79,65,82,90,38,74,70,86,90,86,80,4 ★,2★,Low,High,62,58,69,70,87,77
N. Keïta,220971,24,82,"5'8""",141lbs,Right,CAM,$32.2M,$107K,62,74,42,85,71,87,64,70,76,88,77,66,89,81,90,76,52,79,57,73,78,76,74,80,58,81,68,64,62,4 ★,4★,High,Medium,71,73,76,87,65,66
Iñaki Williams,216201,25,82,"6'1""",174lbs,Right,ST,$32.2M,$41K,76,80,73,74,74,81,76,53,66,76,93,95,78,78,64,85,88,84,82,78,75,21,85,73,64,81,47,34,29,2 ★,4★,High,Medium,94,80,72,78,39,81
A. Belotti,208596,25,82,"5'11""",159lbs,Right,ST,$32.2M,$71K,42,88,84,68,82,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61,77,75,55,23,32,5 ★,3★,High,High,77,81,57,77,41,82
H. Maguire,203263,26,83,"6'4""",220lbs,Right,CB,$32.2M,$153K,51,48,86,78,47,71,44,46,77,76,47,53,54,82,56,68,84,74,88,52,84,82,61,71,44,83,81,83,79,3 ★,2★,High,High,50,53,68,71,82,84
João Félix,242444,19,80,"5'11""",154lbs,Right,ST,$31.6M,$43K,73,79,69,76,79,82,81,58,67,80,78,86,83,83,80,82,79,75,64,80,69,38,84,77,68,82,30,42,35,4 ★,5★,High,Medium,82,80,74,81,40,69
M. Brozović,216352,26,83,"5'11""",150lbs,Right,CM,$31.6M,$90K,72,69,70,83,65,81,79,74,84,85,63,64,73,75,74,80,67,92,70,84,84,81,70,80,69,82,78,81,79,4 ★,3★,Medium,High,64,74,80,81,79,78
W. Zaha,198717,26,83,"5'11""",146lbs,Right,LM,$31.6M,$93K,76,77,47,75,64,90,63,51,65,86,88,92,87,75,79,81,58,75,77,70,72,32,76,76,66,80,30,34,32,3 ★,5★,Medium,Medium,90,75,72,87,34,75
J. Gomez,225100,22,82,"6'2""",170lbs,Right,CB,$31.6M,$96K,69,26,72,77,24,67,41,29,65,72,78,85,64,82,66,41,66,74,83,26,76,83,51,60,26,74,83,85,80,3 ★,3★,Medium,Medium,82,30,66,69,82,79
Muniain,189575,26,83,"5'7""",146lbs,Right,LW,$31.6M,$46K,79,79,43,84,68,87,82,69,70,86,85,79,92,80,95,70,71,75,49,77,66,45,80,83,61,82,58,55,38,3 ★,4★,Medium,Low,82,75,80,87,51,60
F. Thauvin,204970,26,83,"5'10""",154lbs,Left,RW,$31.6M,$68K,82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,81,66,80,56,42,84,80,78,82,46,29,31,3 ★,4★,High,Medium,83,80,81,83,41,68
F. Kostić,208574,26,83,"6'0""",181lbs,Left,LM,$31.6M,$61K,88,74,59,75,70,85,79,80,73,83,89,87,76,81,76,84,67,91,77,78,78,63,79,81,64,80,69,72,68,2 ★,3★,High,High,88,76,79,83,68,80
J. Iličić,200647,31,84,"6'3""",174lbs,Left,CAM,$31.6M,$104K,82,85,58,86,83,88,85,85,74,88,72,69,71,84,66,88,33,70,74,89,58,46,85,87,78,80,53,32,26,4 ★,4★,Medium,Medium,70,86,84,85,43,68
A. Correa,214997,24,82,"5'7""",154lbs,Right,CAM,$31.6M,$67K,74,82,67,77,79,87,82,65,65,87,88,83,88,82,87,80,48,79,64,83,78,48,83,80,55,76,58,53,44,4 ★,4★,High,Medium,85,80,75,87,54,70
T. Hazard,203486,26,83,"5'9""",157lbs,Right,LM,$31.6M,$111K,81,76,39,82,80,86,83,79,73,84,86,76,91,82,86,78,60,78,61,77,57,63,81,83,81,78,48,46,48,4 ★,4★,High,High,81,77,81,86,50,64
A. Wan-Bissaka,229880,21,82,"6'0""",159lbs,Right,RB,$31.6M,$98K,71,44,58,74,43,82,62,45,56,77,85,88,85,80,73,68,62,78,71,46,78,82,67,64,56,76,81,85,90,2 ★,4★,Medium,High,87,51,67,80,81,74
J. Martínez,207877,26,82,"5'7""",152lbs,Right,ST,$31.1M,$17K,53,85,77,69,75,76,68,57,55,79,87,90,91,81,92,84,86,72,78,66,66,20,85,58,79,75,20,20,15,4 ★,3★,High,Medium,89,80,61,79,25,75
Paco Alcácer,200454,25,82,"5'9""",159lbs,Right,ST,$31.1M,$53K,53,85,78,78,85,78,85,85,51,82,79,78,84,85,83,82,67,64,63,84,57,26,86,67,71,84,43,24,22,4 ★,3★,Medium,Low,78,84,67,80,35,62
C. Tolisso,219683,24,82,"5'11""",179lbs,Right,CM,$31.1M,$111K,67,75,82,82,62,76,66,73,84,82,73,75,75,82,74,82,83,84,76,81,81,76,79,80,70,74,75,77,71,3 ★,3★,High,Medium,74,77,78,78,76,79
R. Nainggolan,178518,31,84,"5'9""",143lbs,Right,CDM,$31.1M,$64K,73,75,59,85,75,83,73,68,82,84,72,72,75,85,83,84,75,89,76,88,88,86,84,80,63,84,83,86,90,3 ★,3★,High,High,72,79,80,83,83,82
A. Rabiot,210008,24,82,"6'4""",176lbs,Left,CM,$31.1M,$119K,70,69,77,84,72,78,73,59,79,84,71,74,75,83,72,80,73,78,83,79,76,80,76,80,67,81,70,81,75,3 ★,3★,High,Medium,73,74,78,79,77,80
S. Haller,205693,25,82,"6'3""",181lbs,Right,ST,$31.1M,$119K,42,84,86,74,83,74,57,46,48,80,65,74,68,83,53,81,80,72,89,65,76,36,83,75,91,81,39,61,55,3 ★,3★,High,Medium,70,80,62,75,51,82
Louri Beretta,230294,27,83,"6'2""",183lbs,Right,ST,$31.1M,$68K,56,85,83,73,82,75,59,67,47,74,79,83,55,84,55,85,84,56,87,82,65,32,83,58,77,79,26,27,24,3 ★,4★,High,Low,81,84,62,72,33,75
Rúben Dias,239818,22,82,"6'2""",181lbs,Right,CB,$31.1M,$18K,34,29,82,73,30,57,33,26,72,62,63,67,54,78,56,74,77,86,79,22,92,82,39,40,45,79,83,84,81,4 ★,2★,Medium,High,65,38,54,59,83,83
E. Can,208333,25,82,"6'0""",181lbs,Right,CDM,$31.1M,$97K,70,64,74,82,69,80,67,64,81,83,66,78,73,79,71,84,77,86,86,78,86,82,76,80,60,82,82,82,80,4 ★,3★,Medium,High,73,71,77,80,81,86
Nuno Padrenda,230384,23,82,"5'11""",165lbs,Right,CAM,$31.1M,$42K,67,72,64,85,63,84,70,67,83,85,85,79,75,80,67,75,68,75,74,79,54,53,82,75,55,78,50,52,42,4 ★,2★,Medium,Medium,82,73,77,82,52,70
Portu,205070,27,83,"5'6""",146lbs,Right,RW,$30.5M,$54K,80,83,77,83,72,85,80,64,79,81,90,90,82,78,82,82,75,90,73,75,82,55,80,80,53,74,55,61,59,4 ★,3★,High,High,90,79,80,83,59,79
A. Kramarić,216354,28,83,"5'10""",161lbs,Right,ST,$30.5M,$69K,76,86,69,79,85,86,79,74,53,85,76,69,83,83,85,83,69,77,67,85,73,21,84,72,90,82,35,20,26,4 ★,4★,Medium,Medium,72,85,73,85,30,71
D. Zapata,215333,28,83,"6'2""",194lbs,Right,ST,$30.5M,$98K,44,87,83,73,77,77,48,62,47,81,70,72,64,82,60,86,79,75,94,64,72,20,86,59,70,82,52,24,22,4 ★,3★,High,Medium,71,81,59,76,37,84
R. Jiménez,204838,28,83,"6'3""",179lbs,Right,ST,$30.5M,$141K,73,83,82,81,79,82,75,51,75,82,74,82,75,82,68,82,75,86,79,73,81,53,84,78,90,81,53,38,30,4 ★,3★,High,High,78,81,76,81,49,81
A. Lopes,199482,28,84,"6'0""",179lbs,Left,GK,$30.5M,$92K,19,18,16,32,13,15,15,14,31,21,63,64,67,83,62,58,82,36,73,18,43,25,9,48,16,65,13,15,13,2 ★,1★,Medium,Medium,85,80,77,87,64,82
Ronaldo Cabrais,230481,27,83,"5'10""",165lbs,Right,RW,$30.5M,$58K,83,74,64,83,76,85,86,78,82,83,88,87,85,84,76,82,64,86,70,78,62,40,82,83,77,81,24,35,33,4 ★,4★,High,Medium,87,77,83,84,35,72
Q. Promes,208808,27,83,"5'9""",159lbs,Right,LW,$30.5M,$40K,81,81,66,79,69,84,75,76,73,82,90,91,85,81,78,82,79,84,64,79,72,38,79,82,74,80,46,48,40,4 ★,5★,High,Medium,91,80,79,83,46,71
Rodrigo,198329,28,83,"6'0""",170lbs,Left,ST,$30.5M,$68K,77,80,80,81,77,81,83,67,58,82,89,91,80,83,75,82,77,76,69,76,68,31,83,81,77,80,44,41,40,3 ★,4★,High,Medium,90,79,76,81,44,71
N. Tagliafico,211256,26,83,"5'8""",143lbs,Left,LB,$29.9M,$33K,81,57,84,78,44,73,68,40,67,78,80,82,77,84,82,66,90,86,74,47,84,82,70,69,46,82,84,80,81,2 ★,3★,High,High,81,56,73,76,82,80
Alex Sandro,191043,28,84,"5'11""",176lbs,Left,LB,$29.9M,$158K,84,55,76,81,68,80,78,59,71,81,79,85,78,84,77,80,79,91,78,72,82,82,70,70,60,80,80,81,82,3 ★,3★,High,Medium,82,65,77,80,81,82
M. Politano,216409,25,82,"5'7""",148lbs,Left,RM,$29.9M,$87K,80,76,40,79,75,83,79,77,76,84,85,84,90,81,87,78,53,79,43,82,63,38,76,77,70,79,63,29,29,4 ★,4★,High,Medium,84,77,78,84,42,57
E. Banega,178562,31,84,"5'9""",157lbs,Right,CM,$29.9M,$35K,80,68,55,86,65,83,83,81,85,85,67,63,76,81,82,76,57,72,67,80,83,79,75,85,78,80,80,79,78,4 ★,4★,High,Medium,65,73,84,83,77,71
J. Draxler,202166,25,82,"6'2""",170lbs,Right,CAM,$29.9M,$104K,80,74,64,83,80,85,77,76,77,86,78,77,80,79,75,83,75,68,66,79,48,66,79,82,65,80,39,64,44,5 ★,4★,Medium,Medium,77,77,81,84,55,63
I. Gueye,193474,29,84,"5'9""",146lbs,Right,CDM,$29.9M,$124K,60,53,69,81,32,76,49,61,77,79,74,72,82,83,82,80,88,90,69,66,85,89,69,68,54,80,84,90,83,3 ★,3★,Medium,High,73,61,71,78,85,78
S. Handanovič,162835,34,88,"6'4""",203lbs,Right,GK,$29.4M,$124K,12,10,10,36,12,12,12,14,34,16,51,55,47,83,36,52,78,41,71,19,25,22,12,41,23,69,25,10,13,2 ★,1★,Medium,Medium,88,85,69,89,53,89
P. Kimpembe,225850,23,82,"6'2""",176lbs,Left,CB,$29.4M,$85K,62,31,79,79,33,58,50,32,75,78,73,77,73,77,62,55,77,80,84,39,88,83,39,60,50,80,79,81,81,3 ★,2★,High,High,75,39,67,67,81,83
D. Alaba,197445,27,83,"5'11""",172lbs,Left,CB,$29.4M,$124K,82,63,76,82,68,79,78,85,79,82,79,85,78,84,78,85,83,85,75,80,69,82,76,77,79,80,83,82,82,4 ★,3★,Medium,Medium,82,73,81,80,82,77
D. Djené,217940,27,83,"5'10""",159lbs,Right,CB,$29.4M,$39K,60,29,77,75,22,50,51,48,64,71,75,73,71,82,69,67,80,73,81,27,88,85,49,42,41,73,84,86,83,4 ★,2★,Medium,High,74,37,61,61,84,80
D. Zakaria,229261,22,82,"6'3""",176lbs,Right,CDM,$29.4M,$36K,65,66,66,80,35,78,64,46,74,80,83,87,68,84,64,71,65,78,87,63,87,80,65,76,38,84,84,83,79,3 ★,3★,Medium,Medium,85,63,73,77,81,84
H. Aouar,234906,21,81,"5'9""",154lbs,Right,CAM,$29.4M,$67K,68,76,59,85,68,85,80,70,80,85,79,76,83,79,84,73,62,77,68,75,67,68,78,84,63,81,68,66,58,3 ★,4★,High,Medium,77,74,80,84,66,70
Pau López,221087,24,83,"6'2""",170lbs,Left,GK,$29.4M,$43K,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,3 ★,1★,Medium,Medium,82,83,79,84,49,82
T. Strakosha,212151,24,83,"6'4""",172lbs,Right,GK,$29.4M,$49K,18,18,11,26,11,14,14,12,22,15,41,46,45,78,47,56,56,23,66,14,20,24,18,49,21,61,20,18,12,2 ★,1★,Medium,Medium,86,79,75,88,44,81
J. Matip,197061,27,83,"6'4""",198lbs,Right,CB,$29.4M,$124K,54,36,83,77,50,69,63,22,74,72,54,67,51,83,42,66,71,69,80,48,79,86,48,72,42,79,84,85,80,2 ★,2★,Medium,Medium,61,46,68,67,84,77
Richarlison,231943,22,81,"5'11""",157lbs,Right,ST,$28.8M,$102K,73,81,81,77,74,84,74,65,60,80,79,86,78,80,72,82,83,82,77,67,82,40,81,74,75,80,46,52,46,5 ★,4★,High,High,83,78,72,81,50,80
Gabriel Paulista,201305,28,83,"6'2""",174lbs,Right,CB,$28.8M,$57K,67,42,81,80,48,60,57,46,74,69,69,69,67,81,66,61,84,79,82,50,87,87,51,65,51,69,83,83,82,2 ★,2★,Low,High,69,49,71,65,84,82
S. Savić,204639,28,83,"6'2""",179lbs,Right,CB,$28.8M,$80K,35,34,85,72,27,47,34,28,69,68,61,63,60,80,45,43,86,51,80,31,83,84,29,41,37,75,86,84,83,3 ★,2★,Medium,High,62,35,54,56,85,74
E. Višća,205678,29,83,"5'8""",139lbs,Right,RM,$28.8M,$69K,82,76,45,83,74,79,76,60,71,83,89,87,92,78,90,80,69,89,58,77,47,52,82,79,75,82,55,40,40,4 ★,4★,High,Medium,88,77,79,82,47,64
Azpilicueta,184432,29,84,"5'10""",170lbs,Right,RB,$28.8M,$164K,81,46,75,80,51,69,68,58,80,77,68,68,72,86,73,68,77,82,70,60,84,86,62,74,66,78,85,87,86,3 ★,2★,Medium,Medium,68,55,77,73,85,76
A. Ramsey,186561,28,83,"6'0""",168lbs,Right,CM,$28.8M,$158K,75,75,58,84,79,81,70,66,80,83,68,69,73,81,74,81,66,89,67,74,74,69,84,81,75,81,68,72,68,3 ★,3★,High,High,69,77,79,80,68,74
Bartra,198141,28,83,"6'0""",161lbs,Right,CB,$28.8M,$41K,57,55,80,82,43,70,66,51,82,78,75,74,71,83,73,73,88,69,73,68,81,84,61,75,52,76,79,83,82,3 ★,3★,High,Medium,74,61,73,73,82,74
